year.x,month.x,day.x,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin.x,dest,air_time,distance,hour.x,minute,time_hour,origin.y,year.y,month.y,day.y,hour.y,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,year,type,manufacturer,model,engines,seats,speed,engine
2024,1,1,15,2347,28,107,59,8,B6,261,N198JB,JFK,BOS,36,187,23,47,2024-01-01 23:00:00,JFK,2024,1,1,23,42,30,62.18,360,9.20624,10.5943568672,0,1017.8,10,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,517,530,-13,806,836,-30,B6,166,N805JB,JFK,PBI,152,1028,5,30,2024-01-01 05:00:00,JFK,2024,1,1,5,42,31,64.75,240,11.5078,13.242946084,0,1016.3,10,2012,Fixed wing multi engine,AIRBUS,A320-232,2,200,0,Turbo-fan
2024,1,1,557,600,-3,653,711,-18,B6,60,N279JB,JFK,BOS,37,187,6,0,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,0,Turbo-fan
2024,1,1,603,606,-3,903,927,-24,AA,135,N341RW,JFK,MIA,154,1089,6,6,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,2018,Fixed wing multi engine,BOEING,737-8,2,175,0,Turbo-fan
2024,1,1,604,600,4,827,837,-10,DL,221,N707TW,JFK,ATL,113,760,6,0,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,0,Turbo-fan
2024,1,1,608,600,8,901,943,-42,AA,19,N113AN,JFK,SFO,327,2586,6,0,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,2014,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,0,Turbo-fan
2024,1,1,627,630,-3,816,838,-22,AA,368,N827NN,JFK,CLT,84,541,6,30,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,2010,Fixed wing multi engine,BOEING,737-823,2,162,0,Turbo-fan
2024,1,1,627,630,-3,807,828,-21,YX,461,N416YX,JFK,RDU,74,427,6,30,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,2013,Fixed wing multi engine,EMBRAER,ERJ 170-200 LR,2,88,0,Turbo-fan
2024,1,1,636,640,-4,923,1021,-58,DL,70,N721TW,JFK,SLC,268,1990,6,40,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,1999,Fixed wing multi engine,BOEING,757-231,2,178,0,Turbo-fan
2024,1,1,638,642,-4,927,943,-16,B6,147,N247JB,JFK,TPA,148,1005,6,42,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,0,Turbo-fan
2024,1,1,643,630,13,938,935,3,B6,201,N585JB,JFK,PBI,157,1028,6,30,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,0,Turbo-fan
2024,1,1,650,659,-9,956,1012,-16,B6,125,N2043J,JFK,FLL,163,1069,6,59,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,2020,Fixed wing multi engine,AIRBUS,A321-271NX,2,246,0,Turbo-fan
2024,1,1,651,658,-7,1001,1014,-13,AA,282,N337TN,JFK,MIA,155,1089,6,58,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,2023,Fixed wing multi engine,BOEING,737-8,2,175,0,Turbo-fan
2024,1,1,652,659,-7,957,1035,-38,DL,165,N517DN,JFK,SEA,313,2422,6,59,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,2022,Fixed wing multi engine,AIRBUS,A321-271NX,2,246,0,Turbo-fan
2024,1,1,654,700,-6,950,1035,-45,AS,11,N471AS,JFK,SFO,323,2586,7,0,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,0,Turbo-fan
2024,1,1,657,659,-2,1014,1016,-2,AA,383,N771XF,JFK,AUS,228,1521,6,59,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,2003,Fixed wing multi engine,AIRBUS,A319-112,2,100,0,Turbo-fan
2024,1,1,657,700,-3,937,1057,-80,DL,325,N702TW,JFK,SFO,322,2586,7,0,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,1996,Fixed wing multi engine,BOEING,757-2Q8,2,178,0,Turbo-fan
2024,1,1,658,700,-2,949,1033,-44,AA,2,N110AN,JFK,LAX,313,2475,7,0,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2014,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,0,Turbo-fan
2024,1,1,702,700,2,1014,1049,-35,DL,77,N515DE,JFK,PHX,289,2153,7,0,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2022,Fixed wing multi engine,AIRBUS,A321-271NX,2,246,0,Turbo-fan
2024,1,1,705,705,0,1012,1036,-24,DL,277,N352NW,JFK,AUS,215,1521,7,5,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,0,Turbo-fan
2024,1,1,706,630,36,1155,1115,40,B6,259,N907JB,JFK,SJU,201,1598,6,30,2024-01-01 06:00:00,JFK,2024,1,1,6,41,31,67.3,250,11.5078,13.242946084,0,1016,10,2013,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,0,Turbo-fan
2024,1,1,708,709,-1,858,929,-31,9E,547,N905XJ,JFK,DTW,85,509,7,9,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,0,Turbo-fan
2024,1,1,711,715,-4,944,954,-10,B6,140,N355JB,JFK,JAX,131,828,7,15,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2013,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,0,Turbo-fan
2024,1,1,712,720,-8,917,946,-29,B6,168,N775JB,JFK,SAV,107,718,7,20,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2009,Fixed wing multi engine,AIRBUS,A320-232,2,200,0,Turbo-fan
2024,1,1,721,729,-8,1024,1046,-22,AA,260,N335RT,JFK,MIA,154,1089,7,29,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2018,Fixed wing multi engine,BOEING,737-8,2,175,0,Turbo-fan
2024,1,1,722,730,-8,957,1053,-56,B6,145,N984JB,JFK,LAX,312,2475,7,30,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,0,Turbo-fan
2024,1,1,725,730,-5,1002,1037,-35,DL,223,N375DN,JFK,MCO,140,944,7,30,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2019,Fixed wing multi engine,AIRBUS,A321-211,2,199,0,Turbo-fan
2024,1,1,727,730,-3,1011,1057,-46,AS,10,N593AS,JFK,SEA,310,2422,7,30,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2008,Fixed wing multi engine,BOEING,737-890,2,149,0,Turbo-fan
2024,1,1,728,730,-2,1045,1044,1,DL,390,N909DN,JFK,MIA,159,1089,7,30,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2018,Fixed wing multi engine,BOEING,737-900ER,2,222,0,Turbo-fan
2024,1,1,730,735,-5,1028,1044,-16,DL,302,N884DN,JFK,PBI,148,1028,7,35,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2017,Fixed wing multi engine,BOEING,737-900ER,2,222,0,Turbo-fan
2024,1,1,731,722,9,1037,1029,8,B6,251,N2060J,JFK,RSW,157,1074,7,22,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,NA,Fixed wing multi engine,AIRBUS,A321-271NX,2,246,0,Turbo-fan
2024,1,1,732,735,-3,1037,1057,-20,DL,330,N129DN,JFK,FLL,154,1069,7,35,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2021,Fixed wing multi engine,AIRBUS,A321-211,2,199,0,Turbo-fan
2024,1,1,735,735,0,1223,1244,-21,DL,287,N518DQ,JFK,SJU,197,1598,7,35,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2022,Fixed wing multi engine,AIRBUS,A321-271NX,2,246,0,Turbo-fan
2024,1,1,737,725,12,847,850,-3,B6,288,N203JB,JFK,DCA,43,213,7,25,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,741,705,36,1040,1017,23,DL,169,N397DA,JFK,RSW,154,1074,7,5,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2000,Fixed wing multi engine,BOEING,737-832,2,189,0,Turbo-fan
2024,1,1,743,745,-2,858,922,-24,B6,181,N3085J,JFK,MKE,115,745,7,45,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2021,Fixed wing multi engine,AIRBUS CANADA LP,BD-500-1A11,2,153,0,Turbo-fan
2024,1,1,751,759,-8,1011,1048,-37,AA,278,N8009T,JFK,EGE,236,1746,7,59,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2013,Fixed wing multi engine,AIRBUS,A319-115,2,147,0,Turbo-fan
2024,1,1,752,759,-7,1255,1250,5,AA,348,N9004F,JFK,STT,205,1623,7,59,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2013,Fixed wing multi engine,AIRBUS,A319-115,2,147,0,Turbo-fan
2024,1,1,753,759,-6,1020,1026,-6,YX,455,N128HQ,JFK,CVG,110,589,7,59,2024-01-01 07:00:00,JFK,2024,1,1,7,41,30,64.63,250,9.20624,10.5943568672,0,1016.1,10,2008,Fixed wing multi engine,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2,80,0,Turbo-fan
2024,1,1,755,802,-7,1019,1050,-31,DL,356,N315NB,JFK,MSY,178,1182,8,2,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,0,Turbo-fan
2024,1,1,756,800,-4,930,1030,-60,DL,246,N352NB,JFK,MSP,139,1029,8,0,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,0,Turbo-fan
2024,1,1,758,800,-2,1001,1018,-17,AA,237,N974AN,JFK,CLT,89,541,8,0,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2001,Fixed wing multi engine,BOEING,737-823,2,162,0,Turbo-fan
2024,1,1,802,801,1,1050,1125,-35,AA,320,N996NN,JFK,DFW,193,1391,8,1,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2016,Fixed wing multi engine,BOEING,737-823,2,162,0,Turbo-fan
2024,1,1,805,810,-5,1040,1133,-53,B6,52,N967JT,JFK,SAN,315,2446,8,10,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2016,Fixed wing multi engine,AIRBUS,A321-231,2,379,0,Turbo-fan
2024,1,1,806,800,6,1109,1118,-9,B6,33,N198JB,JFK,SRQ,155,1041,8,0,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,806,810,-4,1319,1317,2,DL,291,N6702,JFK,STT,204,1623,8,10,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,1999,Fixed wing multi engine,BOEING,757-232,2,178,0,Turbo-fan
2024,1,1,809,813,-4,1028,1135,-67,DL,104,N502DX,JFK,LAS,291,2248,8,13,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2022,Fixed wing multi engine,AIRBUS,A321-271NX,2,246,0,Turbo-fan
2024,1,1,811,815,-4,1120,1125,-5,DL,234,N905DN,JFK,TPA,144,1005,8,15,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2018,Fixed wing multi engine,BOEING,737-900ER,2,222,0,Turbo-fan
2024,1,1,816,817,-1,921,959,-38,YX,457,N408YX,JFK,DCA,42,213,8,17,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2013,Fixed wing multi engine,EMBRAER,ERJ 170-200 LR,2,88,0,Turbo-fan
2024,1,1,819,825,-6,1115,1222,-67,AA,36,N111ZM,JFK,SFO,321,2586,8,25,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2014,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,0,Turbo-fan
2024,1,1,820,805,15,951,948,3,B6,193,N281JB,JFK,BNA,114,765,8,5,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,0,Turbo-fan
2024,1,1,823,810,13,936,925,11,B6,272,N267JB,JFK,BOS,34,187,8,10,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,0,Turbo-fan
2024,1,1,824,810,14,1153,1124,29,B6,363,N570JB,JFK,FLL,167,1069,8,10,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,0,Turbo-fan
2024,1,1,825,830,-5,1118,1211,-53,AA,344,N103NN,JFK,SNA,319,2454,8,30,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,0,Turbo-fan
2024,1,1,826,831,-5,1127,1141,-14,B6,50,N763JB,JFK,IAH,195,1417,8,31,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,0,Turbo-fan
2024,1,1,826,830,-4,1116,1200,-44,DL,95,N1201P,JFK,LAX,310,2475,8,30,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,1998,Fixed wing multi engine,BOEING,767-332,2,330,0,Turbo-fan
2024,1,1,832,830,2,1136,1204,-28,B6,3,N2151J,JFK,SFO,319,2586,8,30,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2023,Fixed wing multi engine,AIRBUS S A S,A321-271NX,2,246,0,Turbo-fan
2024,1,1,835,840,-5,1056,1124,-28,9E,476,N538CA,JFK,SAV,113,718,8,40,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,0,Turbo-fan
2024,1,1,835,840,-5,1102,1119,-17,DL,119,N706TW,JFK,ATL,109,760,8,40,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,0,Turbo-fan
2024,1,1,836,840,-4,1048,1138,-50,DL,103,N533DT,JFK,DEN,212,1626,8,40,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2023,Fixed wing multi engine,AIRBUS S A S,A321-271NX,2,246,0,Turbo-fan
2024,1,1,837,840,-3,1110,1140,-30,9E,482,N336PQ,JFK,JAX,127,828,8,40,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2014,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,0,Turbo-fan
2024,1,1,839,845,-6,1133,1231,-58,DL,75,N540DE,JFK,SAN,316,2446,8,45,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,NA,Fixed wing multi engine,AIRBUS S A S,A321-271NX,2,246,0,Turbo-fan
2024,1,1,852,900,-8,1124,1227,-63,AA,47,N101NN,JFK,LAX,309,2475,9,0,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2013,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,0,Turbo-fan
2024,1,1,852,900,-8,1124,1238,-74,AS,194,N298AK,JFK,PSP,307,2378,9,0,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2019,Fixed wing multi engine,BOEING,737-900ER,2,222,0,Turbo-fan
2024,1,1,853,830,23,1036,1027,9,B6,327,N3152J,JFK,RDU,75,427,8,30,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2023,Fixed wing multi engine,AIRBUS CANADA LP,BD-500-1A11,2,153,0,Turbo-fan
2024,1,1,855,859,-4,1009,1049,-40,AA,385,N935AN,JFK,ORD,105,740,8,59,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2000,Fixed wing multi engine,BOEING,737-823,2,162,0,Turbo-fan
2024,1,1,901,900,1,1205,1214,-9,AA,190,N755AN,JFK,MIA,153,1089,9,0,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2001,Fixed wing multi engine,BOEING,777-223,2,440,0,Turbo-fan
2024,1,1,905,904,1,1209,1200,9,B6,195,N236JB,JFK,MCO,140,944,9,4,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,0,Turbo-fan
2024,1,1,906,900,6,1130,1135,-5,B6,107,N358JB,JFK,ATL,115,760,9,0,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2013,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,0,Turbo-fan
2024,1,1,906,915,-9,1104,1117,-13,YX,586,N210JQ,JFK,RDU,79,427,9,15,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2008,Fixed wing multi engine,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2,80,0,Turbo-fan
2024,1,1,907,800,67,1418,1252,86,B6,101,N956JT,JFK,SJU,202,1598,8,0,2024-01-01 08:00:00,JFK,2024,1,1,8,41,30,64.63,250,9.20624,10.5943568672,0,1015.7,10,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,0,Turbo-fan
2024,1,1,908,902,6,1148,1140,8,B6,18,N3121J,JFK,MSY,183,1182,9,2,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2023,Fixed wing multi engine,AIRBUS CANADA LP,BD-500-1A11,2,153,0,Turbo-fan
2024,1,1,910,905,5,1230,1222,8,DL,202,N816DN,JFK,MIA,153,1089,9,5,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2014,Fixed wing multi engine,BOEING,737-932ER,2,222,0,Turbo-fan
2024,1,1,915,920,-5,1159,1226,-27,DL,161,N845DN,JFK,MCO,137,944,9,20,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2015,Fixed wing multi engine,BOEING,737-932ER,2,222,0,Turbo-fan
2024,1,1,922,930,-8,1210,1256,-46,AS,6,N524AS,JFK,SEA,315,2422,9,30,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2009,Fixed wing multi engine,BOEING,737-890,2,149,0,Turbo-fan
2024,1,1,924,930,-6,1047,1120,-33,B6,197,N354JB,JFK,ORD,109,740,9,30,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2013,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,0,Turbo-fan
2024,1,1,925,930,-5,1215,1244,-29,AS,12,N956AK,JFK,SAN,316,2446,9,30,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2023,Fixed wing multi engine,BOEING,737-9,2,48,0,Turbo-fan
2024,1,1,926,930,-4,1226,1242,-16,B6,315,N997JL,JFK,FLL,151,1069,9,30,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2018,Fixed wing multi engine,AIRBUS,A321-231,2,379,0,Turbo-fan
2024,1,1,930,900,30,1232,1246,-14,AA,244,N751AN,JFK,PHX,273,2153,9,0,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2001,Fixed wing multi engine,BOEING,777-223,2,440,0,Turbo-fan
2024,1,1,934,920,14,1035,1032,3,B6,384,N337JB,JFK,BOS,35,187,9,20,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2011,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,0,Turbo-fan
2024,1,1,945,930,15,1218,1252,-34,B6,62,N2142J,JFK,LAX,314,2475,9,30,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,NA,Fixed wing multi engine,AIRBUS,A321-271NX,2,246,0,Turbo-fan
2024,1,1,950,955,-5,1054,1118,-24,YX,591,N206JQ,JFK,BOS,34,187,9,55,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2008,Fixed wing multi engine,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2,80,0,Turbo-fan
2024,1,1,955,1000,-5,1243,1333,-50,AA,283,N116AN,JFK,LAX,308,2475,10,0,2024-01-01 10:00:00,JFK,2024,1,1,10,40,31,69.97,270,5.7539,6.621473042,0,1016,10,2014,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,0,Turbo-fan
2024,1,1,955,1000,-5,1258,1320,-22,B6,312,N978JB,JFK,SAN,318,2446,10,0,2024-01-01 10:00:00,JFK,2024,1,1,10,40,31,69.97,270,5.7539,6.621473042,0,1016,10,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,0,Turbo-fan
2024,1,1,955,1000,-5,1544,1630,-46,DL,74,N826MH,JFK,HNL,631,4983,10,0,2024-01-01 10:00:00,JFK,2024,1,1,10,40,31,69.97,270,5.7539,6.621473042,0,1016,10,2000,Fixed wing multi engine,BOEING,767-432ER,2,300,0,Turbo-fan
2024,1,1,956,1000,-4,1237,1320,-43,DL,143,N172DN,JFK,LAX,312,2475,10,0,2024-01-01 10:00:00,JFK,2024,1,1,10,40,31,69.97,270,5.7539,6.621473042,0,1016,10,1990,Fixed wing multi engine,BOEING,767-332,2,330,0,Turbo-fan
2024,1,1,959,1000,-1,1619,1605,14,HA,15,N378HA,JFK,HNL,647,4983,10,0,2024-01-01 10:00:00,JFK,2024,1,1,10,40,31,69.97,270,5.7539,6.621473042,0,1016,10,2015,Fixed wing multi engine,AIRBUS,A330-243,2,377,0,Turbo-fan
2024,1,1,959,1000,-1,1122,1145,-23,YX,600,N201JQ,JFK,BNA,115,765,10,0,2024-01-01 10:00:00,JFK,2024,1,1,10,40,31,69.97,270,5.7539,6.621473042,0,1016,10,2008,Fixed wing multi engine,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2,80,0,Turbo-fan
2024,1,1,1005,1010,-5,1213,1233,-20,9E,533,N302PQ,JFK,CHS,102,636,10,10,2024-01-01 10:00:00,JFK,2024,1,1,10,40,31,69.97,270,5.7539,6.621473042,0,1016,10,2014,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,0,Turbo-fan
2024,1,1,1018,1015,3,1110,1127,-17,B6,41,N796JB,JFK,BOS,32,187,10,15,2024-01-01 10:00:00,JFK,2024,1,1,10,40,31,69.97,270,5.7539,6.621473042,0,1016,10,2012,Fixed wing multi engine,AIRBUS,A320-232,2,200,0,Turbo-fan
2024,1,1,1021,935,46,1131,1100,31,B6,206,N329JB,JFK,ROC,49,264,9,35,2024-01-01 09:00:00,JFK,2024,1,1,9,40,31,69.97,270,5.7539,6.621473042,0,1015.7,10,2011,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,0,Turbo-fan
2024,1,1,1027,1030,-3,1324,1400,-36,B6,146,N793JB,JFK,SAT,219,1587,10,30,2024-01-01 10:00:00,JFK,2024,1,1,10,40,31,69.97,270,5.7539,6.621473042,0,1016,10,2011,Fixed wing multi engine,AIRBUS,A320-232,2,200,0,Turbo-fan
2024,1,1,1031,1030,1,1320,1336,-16,B6,375,N238JB,JFK,TPA,148,1005,10,30,2024-01-01 10:00:00,JFK,2024,1,1,10,40,31,69.97,270,5.7539,6.621473042,0,1016,10,NA,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,0,Turbo-fan
